"","date","value","variable","Element","DL_ppb","variable_units","Class","mean_val","sd_val","CC_Q_cms"
"146",2016-02-24,6436,"dic","DIC",880,"dic_mg.L-1","biologic",5981.55285832643,2229.01823178239,0.1
"147",2016-02-24,0.09435,"antimony","Sb",6e-04,"antimony_ppb","metal",6.71352163882476,48.2923894987101,0.1
"148",2016-02-24,3.48069,"lithium","Li",0.2823,"lithium_ppb","metal",2.52705807820513,2.23511811497604,0.1
"149",2016-02-24,116.6,"tdn","TDN",22.34,"tdn_ppb","biologic",127.985192951542,80.9170333410507,0.1
"150",2016-02-24,208.3929,"phosphorus","P",1.4,"phosphorus_ppb","geogenic",210.174884224069,137.09677631628,0.1
"151",2016-02-24,0.51061,"copper","Cu",0.001,"copper_ppb","metal",3.10858353531469,6.74531348733409,0.1
"152",2016-02-24,114.50477,"zinc","Zn",0.011,"zinc_ppb","metal",267.609451606983,343.401190437413,0.1
"153",2016-02-24,0.37078,"cadmium","Cd",8e-04,"cadmium_ppb","metal",1.20641977974138,1.40707224884627,0.1
"154",2016-02-24,1.42958,"nickel","Ni",0.0023,"nickel_ppb","metal",1.5492678821645,2.2169819111229,0.1
"155",2016-02-24,163.7037,"aluminum","Al",0.074,"aluminum_ppb","metal",145.715341412862,114.507133942658,0.1
"156",2016-02-24,0.01293,"germanium","Ge",0.0013,"germanium_ppb","metal",0.43912711744186,1.90100544416711,0.1
"157",2016-02-24,20403.144,"sulfate","SO4",0,"sulfate_µmol/L; µM","geogenic",15150.9329939721,5768.2845591159,0.1
"158",2016-02-24,0.11943,"selenium","Se",0.0041,"selenium_ppb","geogenic",0.387699967274678,2.73030157710443,0.1
"159",2016-02-24,14317.86665,"calcium","Ca",0.1895,"calcium_ppb","geogenic",12227.1606084498,7285.67896945351,0.1
"160",2016-02-24,186.88805,"boron","B",0.0339,"boron_ppb","biologic",7.65631551711799,19.2975928755378,0.1
"161",2016-02-24,4168.14069,"silicon","Si",0.2061,"silicon_ppb","geogenic",3349.83336236379,743.732729766777,0.1
"162",2016-02-24,79.71805,"barium","Ba",0.0032,"barium_ppb","metal",22.1527885374138,14.1583157194702,0.1
"163",2016-02-24,1875.99664,"magnesium","Mg",0.174,"magnesium_ppb","geogenic",1609.74440005303,565.675778582455,0.1
"164",2016-02-24,0.41903,"molybdenum","Mo",8e-04,"molybdenum_ppb","metal",1.67670747210425,33.6382551289439,0.1
"165",2016-02-24,65.52001,"iron","Fe",0.0103,"iron_ppb","metal",82.1681569871972,71.8199341160753,0.1
"166",2016-02-24,1464.085,"chloride","Cl",0,"chloride_µmol/L; µM","geogenic",1754.96396792015,4952.69264560792,0.1
"167",2016-02-24,54.31904,"manganese","Mn",0.0048,"manganese_ppb","geogenic",58.4111708703448,55.9242276085023,0.1
"168",2016-02-24,0.10271,"cesium","Cs",0.0013,"cesium_ppb","metal",0.0245871663326653,0.0281542956770968,0.1
"169",2016-02-24,0.0125,"silver","Ag",7e-04,"silver_ppb","metal",1.00061081040681,1.48525449539514,0.1
"170",2016-02-24,0.00367,"thorium","Th",4e-04,"thorium_ppb","geogenic",0.0248216071843434,0.0480639765341118,0.1
"171",2016-03-04,0.04865,"vanadium","V",7e-04,"vanadium_ppb","metal",0.116315020227671,0.104856162707508,0.12
"172",2016-03-04,0.83137,"rubidium","Rb",0.003,"rubidium_ppb","metal",0.628216557413793,0.214814044121174,0.12
"173",2016-03-04,163.94319,"strontium","Sr",0.0024,"strontium_ppb","geogenic",119.391933415862,42.8219341738138,0.12
"174",2016-03-04,1025,"npoc","DOC",235.2,"npoc_mg.L-1","biologic",3364.63333333333,2664.31319030061,0.12
"175",2016-03-04,18.47241,"arsenic","As",0.0016,"arsenic_ppb","metal",2.17851519189655,1.74275908367189,0.12
"176",2016-03-04,179.8145,"nitrate","NO3",0,"nitrate_µmol/L; µM","biologic",99.8970853313704,305.532332745331,0.12
"177",2016-03-04,58.37846,"manganese","Mn",0.0048,"manganese_ppb","geogenic",58.4111708703448,55.9242276085023,0.12
"178",2016-03-04,0.01965,"europium","Eu",1e-04,"europium_ppb","metal",0.0671169035555556,0.139720460973367,0.12
"179",2016-03-04,1.82031,"titanium","Ti",0.0528,"titanium_ppb","metal",1.96870738160538,3.38905149295846,0.12
"180",2016-03-04,123.60905,"zinc","Zn",0.011,"zinc_ppb","metal",267.609451606983,343.401190437413,0.12
"181",2016-03-04,0.15392,"zirconium","Zr",0.0019,"zirconium_ppb","metal",0.122765371253287,0.155209951048526,0.12
"182",2016-03-04,52.5515,"iron","Fe",0.0103,"iron_ppb","metal",82.1681569871972,71.8199341160753,0.12
"183",2016-03-04,0.03989,"uranium","U",2e-04,"uranium_ppb","metal",0.0435490727831431,0.0209224427371418,0.12
"184",2016-03-04,0.57285,"copper","Cu",0.001,"copper_ppb","metal",3.10858353531469,6.74531348733409,0.12
"185",2016-03-04,2137.635,"chloride","Cl",0,"chloride_µmol/L; µM","geogenic",1754.96396792015,4952.69264560792,0.12
"186",2016-03-04,123.3,"tdn","TDN",22.34,"tdn_ppb","biologic",127.985192951542,80.9170333410507,0.12
"187",2016-03-04,0.08767,"antimony","Sb",6e-04,"antimony_ppb","metal",6.71352163882476,48.2923894987101,0.12
"188",2016-03-04,0.9935,"nickel","Ni",0.0023,"nickel_ppb","metal",1.5492678821645,2.2169819111229,0.12
"189",2016-03-04,0.01004,"germanium","Ge",0.0013,"germanium_ppb","metal",0.43912711744186,1.90100544416711,0.12
"190",2016-03-04,0.01062,"beryllium","Be",0.0012,"beryllium_ppb","metal",0.063066387915937,0.0881572443524272,0.12
"191",2016-03-04,0.11174,"cesium","Cs",0.0013,"cesium_ppb","metal",0.0245871663326653,0.0281542956770968,0.12
"192",2016-03-04,165.26183,"aluminum","Al",0.074,"aluminum_ppb","metal",145.715341412862,114.507133942658,0.12
